sr_no,procedure,category,min_price,avg_price,max_price
1842,Punctoplasty (per eye),ent,5525.0,6500.0,6500.0
1843,Punctal plug(Collagen/silicone) (per eye),ent,3400.0,4000.0,4000.0
1844,Laser Trabeculoplasty Gonioplasty (both eyes),ent,13600.0,16000.0,16000.0
1845,Eye laser pulse therapy (per eye),ent,2975.0,3500.0,3500.0
1846,Glaucoma valve/Glaucoma Ahmed valve,ent,12750.0,15000.0,15000.0
1847,Malyugin Ring,ent,8500.0,10000.0,10000.0
1848,Globe exploration (eye surgery),ent,8500.0,10000.0,10000.0
1849,Scleral Fixation Tissue glue,ent,7140.0,8400.0,8400.0
1850,Fibro optic Nasal Endoscopy,ent,1955.0,2300.0,2300.0
1851,Video Stroboscopy,ent,4675.0,5500.0,5500.0
1852,Video Bronchoscopy with BAL,ent,8500.0,10000.0,10000.0
1,TAVI/TAVR Implant,ent,1284000.0,1284000.0,1284000.0
2,TAVI/TAVR Procedure cost,ent,85000.0,100000.0,100000.0
3,"IVL (Coronary Intra Vascular Lithotripsy / Short wave Lithotripsy) – including
GST",ent,268000.0,268000.0,268000.0
